




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
heparan sulfate proteoglycan catabolic process (GO:0030200)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of Schwann cell proliferation (GO:0010626)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of Schwann cell proliferation (GO:0010625)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of Schwann cell proliferation (GO:0010624)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
programmed cell death involved in cell development (GO:0010623)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
inferior colliculus development (GO:0061379)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
corpora quadrigemina development (GO:0061378)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mammary gland lobule development (GO:0061377)	20	0	.08	-	 < 0.01	1.00E00	1.00E00
G2/MI transition of meiotic cell cycle (GO:0008315)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
mammillothalamic axonal tract development (GO:0061374)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mammillary axonal complex development (GO:0061373)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
determination of heart left/right asymmetry (GO:0061371)	69	0	.28	-	 < 0.01	1.00E00	1.00E00
testosterone biosynthetic process (GO:0061370)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of cardiac muscle adaptation (GO:0010616)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of cardiac muscle adaptation (GO:0010615)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of cardiac muscle hypertrophy (GO:0010614)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
positive regulation of cardiac muscle hypertrophy (GO:0010613)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of cardiac muscle adaptation (GO:0010612)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
negative regulation of testicular blood vessel morphogenesis (GO:0061369)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
behavioral response to formalin induced pain (GO:0061368)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of cardiac muscle hypertrophy (GO:0010611)	60	0	.24	-	 < 0.01	1.00E00	1.00E00
tarsal gland development (GO:1903699)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
behavioral response to acetic acid induced pain (GO:0061367)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of microvillus assembly (GO:1903698)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of mRNA stability involved in response to stress (GO:0010610)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
behavioral response to chemical pain (GO:0061366)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
associative learning (GO:0008306)	99	0	.40	-	 < 0.01	1.00E00	1.00E00
negative regulation of microvillus assembly (GO:1903697)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of triglyceride lipase activity (GO:0061365)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
apoptotic process involved in luteolysis (GO:0061364)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of wound healing, spreading of epidermal cells (GO:1903691)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
isoprenoid catabolic process (GO:0008300)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
optic chiasma development (GO:0061360)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of wound healing, spreading of epidermal cells (GO:1903690)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
mRNA localization resulting in post-transcriptional regulation of gene expression (GO:0010609)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of cytoplasmic mRNA processing body assembly (GO:0010607)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of cytoplasmic mRNA processing body assembly (GO:0010606)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cytoplasmic mRNA processing body assembly (GO:0010603)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
axonal transport of mitochondrion (GO:0019896)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of wound healing, spreading of epidermal cells (GO:1903689)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
negative regulation of Wnt protein secretion (GO:0061358)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of Wnt protein secretion (GO:0061357)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of Wnt protein secretion (GO:0061356)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
Wnt protein secretion (GO:0061355)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
positive regulation of cap-independent translational initiation (GO:1903679)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of exogenous antigen (GO:0019884)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
regulation of cap-independent translational initiation (GO:1903677)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation of endogenous antigen (GO:0019883)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
positive regulation of cap-dependent translational initiation (GO:1903676)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
antigen processing and presentation (GO:0019882)	105	0	.43	-	 < 0.01	1.00E00	1.00E00
regulation of cell adhesion involved in heart morphogenesis (GO:0061344)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cell adhesion involved in heart morphogenesis (GO:0061343)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of cap-dependent translational initiation (GO:1903674)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mitotic cleavage furrow formation (GO:1903673)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of sprouting angiogenesis (GO:1903672)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
negative regulation of sprouting angiogenesis (GO:1903671)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
regulation of sprouting angiogenesis (GO:1903670)	44	0	.18	-	 < 0.01	1.00E00	1.00E00
lysine biosynthetic process via aminoadipic acid (GO:0019878)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
establishment or maintenance of monopolar cell polarity (GO:0061339)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
behavioral response to nicotine (GO:0035095)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
response to nicotine (GO:0035094)	49	0	.20	-	 < 0.01	1.00E00	1.00E00
cardiac conduction (GO:0061337)	69	0	.28	-	 < 0.01	1.00E00	1.00E00
sperm DNA condensation (GO:0035092)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
maintenance of apical/basal cell polarity (GO:0035090)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
renal tubule morphogenesis (GO:0061333)	71	0	.29	-	 < 0.01	1.00E00	1.00E00
positive regulation of complement-dependent cytotoxicity (GO:1903661)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of complement-dependent cytotoxicity (GO:1903660)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
establishment of apical/basal cell polarity (GO:0035089)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
regulation of complement-dependent cytotoxicity (GO:1903659)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
renal tubule development (GO:0061326)	90	0	.37	-	 < 0.01	1.00E00	1.00E00
axoneme assembly (GO:0035082)	107	0	.44	-	 < 0.01	1.00E00	1.00E00
cell proliferation involved in outflow tract morphogenesis (GO:0061325)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cell proliferation involved in heart morphogenesis (GO:0061323)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
uracil metabolic process (GO:0019860)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
thymine metabolic process (GO:0019859)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytosine metabolic process (GO:0019858)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
renal filtration cell differentiation (GO:0061318)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
pyrimidine nucleobase biosynthetic process (GO:0019856)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
L-ascorbic acid biosynthetic process (GO:0019853)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Notch signaling involved in heart development (GO:0061314)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
L-ascorbic acid metabolic process (GO:0019852)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
cell surface receptor signaling pathway involved in heart development (GO:0061311)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of gastrin-induced gastric acid secretion (GO:1903640)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cardiac neural crest cell development involved in outflow tract morphogenesis (GO:0061309)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of gastrin-induced gastric acid secretion (GO:1903639)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cardiac neural crest cell development involved in heart development (GO:0061308)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
nuclear speck organization (GO:0035063)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
cardiac neural crest cell differentiation involved in heart development (GO:0061307)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
retinal blood vessel morphogenesis (GO:0061304)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
cornea development in camera-type eye (GO:0061303)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
smooth muscle cell-matrix adhesion (GO:0061302)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cerebellum vasculature morphogenesis (GO:0061301)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cerebellum vasculature development (GO:0061300)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
embryonic heart tube anterior/posterior pattern specification (GO:0035054)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cytolysis (GO:0019835)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
cardiocyte differentiation (GO:0035051)	126	0	.51	-	 < 0.01	1.00E00	1.00E00
positive regulation of DNA catabolic process (GO:1903626)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
embryonic heart tube development (GO:0035050)	88	0	.36	-	 < 0.01	1.00E00	1.00E00
negative regulation of DNA catabolic process (GO:1903625)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of DNA catabolic process (GO:1903624)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
protein localization to photoreceptor connecting cilium (GO:1903621)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of transdifferentiation (GO:1903620)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of transdifferentiation (GO:1903618)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
sperm DNA decondensation (GO:0035041)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of calcium-dependent ATPase activity (GO:1903612)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
male pronucleus assembly (GO:0035039)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
female pronucleus assembly (GO:0035038)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
sperm entry (GO:0035037)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
sperm-egg recognition (GO:0035036)	53	0	.22	-	 < 0.01	1.00E00	1.00E00
protein localization to cytoplasmic stress granule (GO:1903608)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
cytochrome c metabolic process (GO:1903606)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cytochrome metabolic process (GO:1903604)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
leading edge cell differentiation (GO:0035026)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of Rho protein signal transduction (GO:0035025)	29	0	.12	-	 < 0.01	1.00E00	1.00E00
negative regulation of Rho protein signal transduction (GO:0035024)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
quinolinate biosynthetic process (GO:0019805)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of Rac protein signal transduction (GO:0035022)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
negative regulation of Rac protein signal transduction (GO:0035021)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of Rac protein signal transduction (GO:0035020)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
adaptation of signaling pathway (GO:0023058)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
neural plate regionalization (GO:0060897)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
neural plate pattern specification (GO:0060896)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
somatic stem cell population maintenance (GO:0035019)	66	0	.27	-	 < 0.01	1.00E00	1.00E00
limb epidermis development (GO:0060887)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
neuronal signal transduction (GO:0023041)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
semicircular canal fusion (GO:0060879)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
CD40 signaling pathway (GO:0023035)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
semicircular canal formation (GO:0060876)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
lateral semicircular canal development (GO:0060875)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
anterior semicircular canal development (GO:0060873)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
semicircular canal development (GO:0060872)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of centriole replication (GO:0046599)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of viral entry into host cell (GO:0046598)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
host-mediated suppression of symbiont invasion (GO:0046597)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
regulation of viral entry into host cell (GO:0046596)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
termination of signal transduction (GO:0023021)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of calcium-dependent cell-cell adhesion (GO:0046588)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of calcium-dependent cell-cell adhesion (GO:0046587)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of calcium-dependent cell-cell adhesion (GO:0046586)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of Ras protein signal transduction (GO:0046580)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
signal transduction involved in regulation of gene expression (GO:0023019)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
establishment of glial blood-brain barrier (GO:0060857)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
establishment of blood-brain barrier (GO:0060856)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
branching involved in lymph vessel morphogenesis (GO:0060854)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
Notch signaling pathway involved in arterial endothelial cell fate commitment (GO:0060853)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
chondrocyte development involved in endochondral bone morphogenesis (GO:0003433)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage chondrocyte development (GO:0003431)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of Ras protein signal transduction (GO:0046579)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of Ras protein signal transduction (GO:0046578)	49	0	.20	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage chondrocyte growth (GO:0003430)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
endothelial cell fate specification (GO:0060847)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
blood vessel endothelial cell fate commitment (GO:0060846)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
arterial endothelial cell fate commitment (GO:0060844)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
venous endothelial cell differentiation (GO:0060843)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
arterial endothelial cell differentiation (GO:0060842)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
venous blood vessel development (GO:0060841)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
artery development (GO:0060840)	107	0	.44	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage chondrocyte morphogenesis (GO:0003429)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage morphogenesis (GO:0003422)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage axis specification (GO:0003421)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of growth plate cartilage chondrocyte proliferation (GO:0003420)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cellular response to oxidative stress (GO:0034599)	226	0	.92	-	 < 0.01	1.00E00	1.00E00
endothelial cell fate commitment (GO:0060839)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
lymphatic endothelial cell fate commitment (GO:0060838)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
blood vessel endothelial cell differentiation (GO:0060837)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
lymphatic endothelial cell differentiation (GO:0060836)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
smoothened signaling pathway involved in dorsal/ventral neural tube patterning (GO:0060831)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage chondrocyte proliferation (GO:0003419)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage chondrocyte differentiation (GO:0003418)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
growth plate cartilage development (GO:0003417)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
endochondral bone growth (GO:0003416)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
chondrocyte hypertrophy (GO:0003415)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
chondrocyte morphogenesis involved in endochondral bone morphogenesis (GO:0003414)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
chondrocyte differentiation involved in endochondral bone morphogenesis (GO:0003413)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis (GO:0003412)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
photoreceptor cell fate commitment (GO:0046552)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
hydroxyproline transport (GO:0034589)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
halogenated hydrocarbon metabolic process (GO:0042197)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
piRNA processing (GO:0034587)	21	0	.09	-	 < 0.01	1.00E00	1.00E00
regulation of canonical Wnt signaling pathway (GO:0060828)	262	0	1.07	-	 < 0.01	6.30E-01	1.00E00
optic cup structural organization (GO:0003409)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
optic cup formation involved in camera-type eye development (GO:0003408)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
retinal pigment epithelium development (GO:0003406)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
optic vesicle morphogenesis (GO:0003404)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
retinal cone cell development (GO:0046549)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
axis elongation (GO:0003401)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of protein O-linked glycosylation (GO:1904098)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
retinal rod cell development (GO:0046548)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of COPII vesicle coating (GO:0003400)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
development of primary male sexual characteristics (GO:0046546)	150	0	.61	-	 < 0.01	1.00E00	1.00E00
development of primary female sexual characteristics (GO:0046545)	101	0	.41	-	 < 0.01	1.00E00	1.00E00
positive regulation of autophagic cell death (GO:1904094)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
development of secondary male sexual characteristics (GO:0046544)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of autophagic cell death (GO:1904093)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
development of secondary female sexual characteristics (GO:0046543)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of autophagic cell death (GO:1904092)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
saliva secretion (GO:0046541)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of nucleus size (GO:0097298)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
'de novo' XMP biosynthetic process (GO:0097294)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
XMP biosynthetic process (GO:0097293)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
XMP metabolic process (GO:0097292)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
renal phosphate ion absorption (GO:0097291)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
random inactivation of X chromosome (GO:0060816)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
ketone biosynthetic process (GO:0042181)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
negative regulation of photoreceptor cell differentiation (GO:0046533)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
pyrimidine nucleobase transmembrane transport (GO:1904082)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of photoreceptor cell differentiation (GO:0046532)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
xenobiotic catabolic process (GO:0042178)	31	0	.13	-	 < 0.01	1.00E00	1.00E00
keratinocyte apoptotic process (GO:0097283)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mesodermal to mesenchymal transition involved in gastrulation (GO:0060809)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
immune complex formation (GO:0097281)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
histamine secretion mediated by immunoglobulin (GO:0097280)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of cell differentiation involved in embryonic placenta development (GO:0060806)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
epiblast cell-extraembryonic ectoderm cell signaling (GO:0060802)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of cell differentiation involved in embryonic placenta development (GO:0060800)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of trophectodermal cell proliferation (GO:1904075)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of trophectodermal cell proliferation (GO:1904073)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
presynaptic active zone assembly (GO:1904071)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
histamine secretion mediated by IgE immunoglobulin (GO:0097279)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
sphingoid catabolic process (GO:0046521)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
complement-dependent cytotoxicity (GO:0097278)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
sphingoid biosynthetic process (GO:0046520)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
heme catabolic process (GO:0042167)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
intracellular ammonium homeostasis (GO:0097275)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
ammonium homeostasis (GO:0097272)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
mitochondrial respiratory chain complex II assembly (GO:0034553)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
respiratory chain complex II assembly (GO:0034552)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
lipoprotein oxidation (GO:0042161)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
mitochondrial respiratory chain complex III assembly (GO:0034551)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
lipoprotein modification (GO:0042160)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
collagen fibril organization (GO:0030199)	65	0	.27	-	 < 0.01	1.00E00	1.00E00
negative regulation of blood coagulation (GO:0030195)	46	0	.19	-	 < 0.01	1.00E00	1.00E00
positive regulation of blood coagulation (GO:0030194)	26	0	.11	-	 < 0.01	1.00E00	1.00E00
regulation of blood coagulation (GO:0030193)	68	0	.28	-	 < 0.01	1.00E00	1.00E00
sphingoid metabolic process (GO:0046519)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
positive regulation of cation transmembrane transport (GO:1904064)	120	0	.49	-	 < 0.01	1.00E00	1.00E00
negative regulation of cation transmembrane transport (GO:1904063)	65	0	.27	-	 < 0.01	1.00E00	1.00E00
ceramide biosynthetic process (GO:0046513)	61	0	.25	-	 < 0.01	1.00E00	1.00E00
regulation of monoatomic cation transmembrane transport (GO:1904062)	266	0	1.09	-	 < 0.01	6.31E-01	1.00E00
sphingosine biosynthetic process (GO:0046512)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
sphinganine biosynthetic process (GO:0046511)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
lipoprotein catabolic process (GO:0042159)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
omega-hydroxylase P450 pathway (GO:0097267)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
lipoprotein biosynthetic process (GO:0042158)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
lipoprotein metabolic process (GO:0042157)	70	0	.29	-	 < 0.01	1.00E00	1.00E00
self proteolysis (GO:0097264)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
melatonin biosynthetic process (GO:0030187)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
melatonin metabolic process (GO:0030186)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
nitric oxide transport (GO:0030185)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of locomotor rhythm (GO:1904059)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of sensory perception of pain (GO:1904058)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of sensory perception of pain (GO:1904057)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of cholangiocyte proliferation (GO:1904056)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of cholangiocyte proliferation (GO:1904055)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of cholangiocyte proliferation (GO:1904054)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
glycerol ether biosynthetic process (GO:0046504)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
isoprenoid biosynthetic process (GO:0008299)	29	0	.12	-	 < 0.01	1.00E00	1.00E00
uroporphyrinogen III metabolic process (GO:0046502)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
intracellular mRNA localization (GO:0008298)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of spontaneous neurotransmitter secretion (GO:1904050)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
S-adenosylmethionine metabolic process (GO:0046500)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
cellular response to glucose starvation (GO:0042149)	50	0	.20	-	 < 0.01	1.00E00	1.00E00
spermidine biosynthetic process (GO:0008295)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
DNA strand invasion (GO:0042148)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
retrograde transport, endosome to Golgi (GO:0042147)	100	0	.41	-	 < 0.01	1.00E00	1.00E00
renal tubular secretion (GO:0097254)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
acetylcholine biosynthetic process (GO:0008292)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
vacuole fusion, non-autophagic (GO:0042144)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
